movieId,title,genres,year,rating
58,"Postman, The (Postino, Il)","['comedy', 'drama', 'romance']",1994,4.027027027027027
60,"Indian in the Cupboard, The","['adventure', 'children', 'fantasy']",1995,3.235294117647059
61,Eye for an Eye,"['drama', 'thriller']",1996,3.75
62,Mr. Holland's Opus,['drama'],1995,3.70625
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"['comedy', 'crime']",1996,2.7142857142857144
64,Two if by Sea,"['comedy', 'romance']",1996,2.2
65,Bio-Dome,['comedy'],1996,2.532258064516129
66,Lawnmower Man 2: Beyond Cyberspace,"['action', 'sci-fi', 'thriller']",1996,2.5
68,French Twist (Gazon maudit),"['comedy', 'romance']",1995,3.4
69,Friday,['comedy'],1995,3.775
70,From Dusk Till Dawn,"['action', 'comedy', 'horror', 'thriller']",1996,3.5090909090909093
71,Fair Game,['action'],1995,1.7
72,Kicking and Screaming,"['comedy', 'drama']",1995,3.2142857142857144
73,"Misérables, Les","['drama', 'war']",1995,3.4615384615384617
74,Bed of Roses,"['drama', 'romance']",1996,4.0
75,Big Bully,"['comedy', 'drama']",1996,2.2
76,Screamers,"['action', 'sci-fi', 'thriller']",1995,3.4
77,Nico Icon,['documentary'],1995,4.0
78,"Crossing Guard, The","['action', 'crime', 'drama', 'thriller']",1995,3.3333333333333335
79,"Juror, The","['drama', 'thriller']",1996,2.764705882352941
80,"White Balloon, The (Badkonake sefid)","['children', 'drama']",1995,4.0
81,Things to Do in Denver When You're Dead,"['crime', 'drama', 'romance']",1995,3.107142857142857
82,Antonia's Line (Antonia),"['comedy', 'drama']",1995,3.875
83,Once Upon a Time... When We Were Colored,"['drama', 'romance']",1995,3.0
85,Angels and Insects,"['drama', 'romance']",1995,3.857142857142857
86,White Squall,"['action', 'adventure', 'drama']",1996,3.966666666666667
87,Dunston Checks In,"['children', 'comedy']",1996,2.5
88,Black Sheep,['comedy'],1996,3.15625
89,Nick of Time,"['action', 'thriller']",1995,3.25
92,Mary Reilly,"['drama', 'horror', 'thriller']",1996,2.625
93,Vampire in Brooklyn,"['comedy', 'horror', 'romance']",1995,2.8333333333333335
94,Beautiful Girls,"['comedy', 'drama', 'romance']",1996,3.95
95,Broken Arrow,"['action', 'adventure', 'thriller']",1996,3.0238095238095237
96,In the Bleak Midwinter,"['comedy', 'drama']",1995,3.5
97,"Hate (Haine, La)","['crime', 'drama']",1995,3.9
99,Heidi Fleiss: Hollywood Madam,['documentary'],1995,5.0
100,City Hall,"['drama', 'thriller']",1996,2.7857142857142856
101,Bottle Rocket,"['adventure', 'comedy', 'crime', 'romance']",1996,3.782608695652174
102,Mr. Wrong,['comedy'],1996,2.4
103,Unforgettable,"['mystery', 'sci-fi', 'thriller']",1996,3.0
104,Happy Gilmore,['comedy'],1996,3.4393939393939394
105,"Bridges of Madison County, The","['drama', 'romance']",1995,3.282608695652174
106,Nobody Loves Me (Keiner liebt mich),"['comedy', 'drama']",1994,4.0
107,Muppet Treasure Island,"['adventure', 'children', 'comedy', 'musical']",1996,3.326923076923077
108,Catwalk,['documentary'],1996,4.0
110,Braveheart,"['action', 'drama', 'war']",1995,4.031645569620253
111,Taxi Driver,"['crime', 'drama', 'thriller']",1976,4.105769230769231
112,Rumble in the Bronx (Hont faan kui),"['action', 'adventure', 'comedy', 'crime']",1995,3.5434782608695654
113,Before and After,"['drama', 'mystery']",1996,3.3333333333333335
116,Anne Frank Remembered,['documentary'],1995,3.9
117,"Young Poisoner's Handbook, The","['crime', 'drama']",1995,3.0
118,If Lucy Fell,"['comedy', 'romance']",1996,2.5
119,"Steal Big, Steal Little",['comedy'],1995,3.0
121,"Boys of St. Vincent, The",['drama'],1992,4.0
122,Boomerang,"['comedy', 'romance']",1992,2.65625
123,Chungking Express (Chung Hing sam lam),"['drama', 'mystery', 'romance']",1994,4.375
125,Flirting With Disaster,['comedy'],1996,3.5833333333333335
126,"NeverEnding Story III, The","['adventure', 'children', 'fantasy']",1994,2.0
128,Jupiter's Wife,['documentary'],1994,3.0
129,Pie in the Sky,"['comedy', 'romance']",1996,2.0
132,Jade,['thriller'],1995,2.8333333333333335
135,Down Periscope,['comedy'],1996,2.9516129032258065
137,Man of the Year,['documentary'],1995,3.0
140,Up Close and Personal,"['drama', 'romance']",1996,3.5
141,"Birdcage, The",['comedy'],1996,3.494186046511628
144,"Brothers McMullen, The",['comedy'],1995,3.3333333333333335
145,Bad Boys,"['action', 'comedy', 'crime', 'drama', 'thriller']",1995,3.2450980392156863
146,"Amazing Panda Adventure, The","['adventure', 'children']",1995,3.3333333333333335
147,"Basketball Diaries, The",['drama'],1995,3.466666666666667
148,"Awfully Big Adventure, An",['drama'],1995,5.0
149,Amateur,"['crime', 'drama', 'thriller']",1994,2.0
150,Apollo 13,"['adventure', 'drama', 'imax']",1995,3.845771144278607
151,Rob Roy,"['action', 'drama', 'romance', 'war']",1995,3.5454545454545454
152,"Addiction, The","['drama', 'horror']",1995,1.5
153,Batman Forever,"['action', 'adventure', 'comedy', 'crime']",1995,2.9160583941605838
154,Beauty of the Day (Belle de jour),['drama'],1967,3.875
155,Beyond Rangoon,"['adventure', 'drama', 'war']",1995,2.4166666666666665
156,Blue in the Face,"['comedy', 'drama']",1995,3.3333333333333335
157,Canadian Bacon,"['comedy', 'war']",1995,2.8636363636363638
158,Casper,"['adventure', 'children']",1995,2.806451612903226
159,Clockers,"['crime', 'drama', 'mystery']",1995,2.892857142857143
160,Congo,"['action', 'adventure', 'mystery', 'sci-fi']",1995,2.8771929824561404
161,Crimson Tide,"['drama', 'thriller', 'war']",1995,3.6359223300970873
162,Crumb,['documentary'],1994,4.205882352941177
163,Desperado,"['action', 'romance', 'western']",1995,3.5606060606060606
164,Devil in a Blue Dress,"['crime', 'film-noir', 'mystery', 'thriller']",1995,3.3214285714285716
165,Die Hard: With a Vengeance,"['action', 'crime', 'thriller']",1995,3.5555555555555554
166,"Doom Generation, The","['comedy', 'crime', 'drama']",1995,2.8333333333333335
168,First Knight,"['action', 'drama', 'romance']",1995,3.0833333333333335
169,Free Willy 2: The Adventure Home,"['adventure', 'children', 'drama']",1995,2.4
170,Hackers,"['action', 'adventure', 'crime', 'thriller']",1995,3.2285714285714286
171,Jeffrey,"['comedy', 'drama']",1995,3.8333333333333335
172,Johnny Mnemonic,"['action', 'sci-fi', 'thriller']",1995,2.6792452830188678
173,Judge Dredd,"['action', 'crime', 'sci-fi']",1995,2.6693548387096775
174,Jury Duty,['comedy'],1995,2.7
175,Kids,['drama'],1995,3.975
176,Living in Oblivion,['comedy'],1995,4.3076923076923075
177,Lord of Illusions,['horror'],1995,2.75
178,Love & Human Remains,"['comedy', 'drama']",1993,1.0
179,Mad Love,"['drama', 'romance']",1995,1.5
180,Mallrats,"['comedy', 'romance']",1995,3.4027777777777777
181,Mighty Morphin Power Rangers: The Movie,"['action', 'children']",1995,2.264705882352941
183,Mute Witness,"['comedy', 'horror', 'thriller']",1994,3.5
184,Nadja,['drama'],1994,3.5
185,"Net, The","['action', 'crime', 'thriller']",1995,3.0401785714285716
186,Nine Months,"['comedy', 'romance']",1995,2.8229166666666665
187,Party Girl,['comedy'],1995,4.125
188,"Prophecy, The","['fantasy', 'horror', 'mystery']",1995,3.4583333333333335
189,Reckless,"['comedy', 'fantasy']",1995,3.0
190,Safe,['thriller'],1995,2.8
191,"Scarlet Letter, The","['drama', 'romance']",1995,2.4166666666666665
193,Showgirls,['drama'],1995,2.4714285714285715
194,Smoke,"['comedy', 'drama']",1995,3.6666666666666665
195,Something to Talk About,"['comedy', 'drama', 'romance']",1995,3.1
196,Species,"['horror', 'sci-fi']",1995,2.6666666666666665
198,Strange Days,"['action', 'crime', 'drama', 'mystery', 'sci-fi', 'thriller']",1995,3.25
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)","['drama', 'musical', 'romance']",1964,4.125
201,Three Wishes,"['drama', 'fantasy']",1995,3.0
202,Total Eclipse,"['drama', 'romance']",1995,3.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar",['comedy'],1995,3.4318181818181817
204,Under Siege 2: Dark Territory,['action'],1995,2.716666666666667
205,Unstrung Heroes,"['comedy', 'drama']",1995,3.1666666666666665
206,Unzipped,['documentary'],1995,3.0
207,"Walk in the Clouds, A","['drama', 'romance']",1995,3.4285714285714284
208,Waterworld,"['action', 'adventure', 'sci-fi']",1995,2.9130434782608696
209,White Man's Burden,['drama'],1995,3.1666666666666665
210,Wild Bill,['western'],1995,3.0
211,"Browning Version, The",['drama'],1994,3.5
212,Bushwhacked,"['adventure', 'comedy', 'crime', 'mystery']",1995,3.0
213,Burnt by the Sun (Utomlyonnye solntsem),['drama'],1994,3.8333333333333335
214,Before the Rain (Pred dozhdot),"['drama', 'war']",1994,4.0
215,Before Sunrise,"['drama', 'romance']",1995,4.041666666666667
216,Billy Madison,['comedy'],1995,3.326530612244898
217,"Babysitter, The","['drama', 'thriller']",1995,2.3333333333333335
218,Boys on the Side,"['comedy', 'drama']",1995,3.4285714285714284
219,"Cure, The",['drama'],1995,3.0
220,Castle Freak,['horror'],1995,3.0
222,Circle of Friends,"['drama', 'romance']",1995,3.75
223,Clerks,['comedy'],1994,3.855769230769231
224,Don Juan DeMarco,"['comedy', 'drama', 'romance']",1995,3.6125
225,Disclosure,"['drama', 'thriller']",1994,3.5384615384615383
227,Drop Zone,"['action', 'thriller']",1994,2.8636363636363638
228,Destiny Turns on the Radio,['comedy'],1995,2.3333333333333335
229,Death and the Maiden,"['drama', 'thriller']",1994,3.4285714285714284
230,Dolores Claiborne,"['drama', 'thriller']",1995,3.3958333333333335
231,Dumb & Dumber (Dumb and Dumber),"['adventure', 'comedy']",1994,3.0601503759398496
232,Eat Drink Man Woman (Yin shi nan nu),"['comedy', 'drama', 'romance']",1994,3.892857142857143
233,Exotica,['drama'],1994,3.5
234,Exit to Eden,['comedy'],1994,2.588235294117647
235,Ed Wood,"['comedy', 'drama']",1994,3.6785714285714284
236,French Kiss,"['action', 'comedy', 'romance']",1995,3.477777777777778
237,Forget Paris,"['comedy', 'romance']",1995,3.340909090909091
238,Far From Home: The Adventures of Yellow Dog,"['adventure', 'children']",1995,4.0
239,"Goofy Movie, A","['animation', 'children', 'comedy', 'romance']",1995,3.0
240,Hideaway,['thriller'],1995,2.375
241,Fluke,"['children', 'drama']",1995,4.0
242,Farinelli: il castrato,"['drama', 'musical']",1994,3.6
243,Gordy,"['children', 'comedy', 'fantasy']",1995,3.0
246,Hoop Dreams,['documentary'],1994,4.293103448275862
247,Heavenly Creatures,"['crime', 'drama']",1994,3.9285714285714284
248,Houseguest,['comedy'],1994,3.176470588235294
249,Immortal Beloved,"['drama', 'romance']",1994,3.7222222222222223
250,Heavyweights (Heavy Weights),"['children', 'comedy']",1995,2.5
251,"Hunted, The",['action'],1995,3.0
252,I.Q.,"['comedy', 'romance']",1994,3.453488372093023
253,Interview with the Vampire: The Vampire Chronicles,"['drama', 'horror']",1994,3.458715596330275
254,Jefferson in Paris,['drama'],1995,3.0
255,"Jerky Boys, The",['comedy'],1995,2.0714285714285716
256,Junior,"['comedy', 'sci-fi']",1994,2.8285714285714287
257,Just Cause,"['mystery', 'thriller']",1995,3.5
258,"Kid in King Arthur's Court, A","['adventure', 'children', 'comedy', 'fantasy', 'romance']",1995,2.6
259,Kiss of Death,"['crime', 'drama', 'thriller']",1995,3.2
260,Star Wars: Episode IV - A New Hope,"['action', 'adventure', 'sci-fi']",1977,4.231075697211155
261,Little Women,['drama'],1994,3.880952380952381
262,"Little Princess, A","['children', 'drama']",1995,3.9047619047619047
263,Ladybird Ladybird,['drama'],1994,4.0
265,Like Water for Chocolate (Como agua para chocolate),"['drama', 'fantasy', 'romance']",1992,3.9393939393939394
266,Legends of the Fall,"['drama', 'romance', 'war', 'western']",1994,3.3970588235294117
267,Major Payne,['comedy'],1995,2.9411764705882355
269,My Crazy Life (Mi vida loca),['drama'],1993,3.0
270,Love Affair,"['drama', 'romance']",1994,3.4
271,Losing Isaiah,['drama'],1995,3.5
272,"Madness of King George, The","['comedy', 'drama']",1994,3.7580645161290325
273,Mary Shelley's Frankenstein (Frankenstein),"['drama', 'horror', 'sci-fi']",1994,2.9464285714285716
274,Man of the House,['comedy'],1995,2.9285714285714284
275,Mixed Nuts,['comedy'],1994,2.0
276,Milk Money,"['comedy', 'romance']",1994,3.25
277,Miracle on 34th Street,['drama'],1994,3.223684210526316
278,Miami Rhapsody,['comedy'],1995,1.5
279,My Family,['drama'],1995,3.0
280,Murder in the First,"['drama', 'thriller']",1995,4.076923076923077
281,Nobody's Fool,"['comedy', 'drama', 'romance']",1994,3.7857142857142856
282,Nell,['drama'],1994,3.3375
283,New Jersey Drive,"['crime', 'drama']",1995,3.6666666666666665
284,New York Cop (Nyû Yôku no koppu),"['action', 'crime']",1993,4.5
285,Beyond Bedlam,"['drama', 'horror']",1993,4.0
287,Nina Takes a Lover,"['comedy', 'romance']",1994,3.0
288,Natural Born Killers,"['action', 'crime', 'thriller']",1994,3.233695652173913
289,Only You,"['comedy', 'romance']",1994,3.5625
290,Once Were Warriors,"['crime', 'drama']",1994,4.035714285714286
291,Poison Ivy II,"['drama', 'thriller']",1996,2.3333333333333335
292,Outbreak,"['action', 'drama', 'sci-fi', 'thriller']",1995,3.4257425742574257
293,Léon: The Professional (a.k.a. The Professional) (Léon),"['action', 'crime', 'drama', 'thriller']",1994,4.018796992481203
294,"Perez Family, The","['comedy', 'romance']",1995,3.0
295,"Pyromaniac's Love Story, A","['comedy', 'romance']",1995,3.0
296,Pulp Fiction,"['comedy', 'crime', 'drama', 'thriller']",1994,4.197068403908795
298,Pushing Hands (Tui shou),['drama'],1992,2.0
299,Priest,['drama'],1994,4.0
300,Quiz Show,['drama'],1994,3.5185185185185186
301,Picture Bride (Bijo photo),"['drama', 'romance']",1994,4.0
302,"Queen Margot (Reine Margot, La)","['drama', 'romance']",1994,3.2
303,"Quick and the Dead, The","['action', 'thriller', 'western']",1995,2.953125
304,Roommates,"['comedy', 'drama']",1995,3.6666666666666665
305,Ready to Wear (Pret-A-Porter),['comedy'],1994,2.8333333333333335
306,Three Colors: Red (Trois couleurs: Rouge),['drama'],1994,4.21875
307,Three Colors: Blue (Trois couleurs: Bleu),['drama'],1993,3.8958333333333335
308,Three Colors: White (Trzy kolory: Bialy),"['comedy', 'drama']",1994,4.025
310,Rent-a-Kid,['comedy'],1995,3.0
311,Relative Fear,"['horror', 'thriller']",1994,3.0
312,Stuart Saves His Family,['comedy'],1995,1.4444444444444444
313,"Swan Princess, The","['animation', 'children']",1994,3.3333333333333335
314,"Secret of Roan Inish, The","['children', 'drama', 'fantasy', 'mystery']",1994,3.75
315,"Specialist, The","['action', 'drama', 'thriller']",1994,3.0789473684210527
316,Stargate,"['action', 'adventure', 'sci-fi']",1994,3.375
317,"Santa Clause, The","['comedy', 'drama', 'fantasy']",1994,3.2037037037037037
318,"Shawshank Redemption, The","['crime', 'drama']",1994,4.429022082018927
319,Shallow Grave,"['comedy', 'drama', 'thriller']",1994,3.6
320,Suture,"['film-noir', 'thriller']",1993,3.0
321,Strawberry and Chocolate (Fresa y chocolate),['drama'],1993,4.0
322,Swimming with Sharks,"['comedy', 'drama']",1995,3.55
324,"Sum of Us, The","['comedy', 'drama']",1994,4.0
325,National Lampoon's Senior Trip,['comedy'],1995,2.5
326,To Live (Huozhe),['drama'],1994,4.0
327,Tank Girl,"['action', 'comedy', 'sci-fi']",1995,2.823529411764706
328,Tales from the Crypt Presents: Demon Knight,"['horror', 'thriller']",1995,3.15
329,Star Trek: Generations,"['adventure', 'drama', 'sci-fi']",1994,3.3935185185185186
330,Tales from the Hood,"['action', 'crime', 'horror']",1995,3.0
331,Tom & Viv,['drama'],1994,3.0
332,Village of the Damned,"['horror', 'sci-fi']",1995,2.8333333333333335
333,Tommy Boy,['comedy'],1995,3.78
334,Vanya on 42nd Street,['drama'],1994,4.2
335,Underneath,"['mystery', 'thriller']",1995,3.5
336,"Walking Dead, The","['drama', 'war']",1995,3.0
337,What's Eating Gilbert Grape,['drama'],1993,3.7662337662337664
338,Virtuosity,"['action', 'sci-fi', 'thriller']",1995,2.8421052631578947
339,While You Were Sleeping,"['comedy', 'romance']",1995,3.4693877551020407
340,"War, The","['adventure', 'drama', 'war']",1994,3.4
341,Double Happiness,['drama'],1994,4.0
342,Muriel's Wedding,['comedy'],1994,3.272727272727273
343,"Baby-Sitters Club, The",['children'],1995,2.9
344,Ace Ventura: Pet Detective,['comedy'],1994,3.040372670807453
345,"Adventures of Priscilla, Queen of the Desert, The","['comedy', 'drama']",1994,3.5972222222222223
346,Backbeat,"['drama', 'musical']",1993,3.5
347,Bitter Moon,"['drama', 'film-noir', 'romance']",1992,3.5
348,Bullets Over Broadway,['comedy'],1994,3.5833333333333335
349,Clear and Present Danger,"['action', 'crime', 'drama', 'thriller']",1994,3.6045454545454545
350,"Client, The","['drama', 'mystery', 'thriller']",1994,3.3859649122807016
351,"Corrina, Corrina","['comedy', 'drama', 'romance']",1994,3.176470588235294
352,Crooklyn,"['comedy', 'drama']",1994,2.5
353,"Crow, The","['action', 'crime', 'fantasy', 'thriller']",1994,3.609375
354,Cobb,['drama'],1994,3.3333333333333335
355,"Flintstones, The","['children', 'comedy', 'fantasy']",1994,2.357142857142857
356,Forrest Gump,"['comedy', 'drama', 'romance', 'war']",1994,4.164133738601824
357,Four Weddings and a Funeral,"['comedy', 'romance']",1994,3.5194174757281553
358,Higher Learning,['drama'],1995,2.6666666666666665
359,I Like It Like That,"['comedy', 'drama', 'romance']",1994,3.0
360,I Love Trouble,"['action', 'comedy']",1994,2.6875
361,It Could Happen to You,"['comedy', 'drama', 'romance']",1994,3.0588235294117645
362,"Jungle Book, The","['adventure', 'children', 'romance']",1994,3.5294117647058822
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",['documentary'],1993,4.0
364,"Lion King, The","['adventure', 'animation', 'children', 'drama', 'musical', 'imax']",1994,3.941860465116279
365,Little Buddha,['drama'],1993,3.25
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)","['drama', 'horror', 'mystery', 'thriller']",1994,2.9166666666666665
367,"Mask, The","['action', 'comedy', 'crime', 'fantasy']",1994,3.1847133757961785
368,Maverick,"['adventure', 'comedy', 'western']",1994,3.5
369,Mrs. Parker and the Vicious Circle,['drama'],1994,4.0
370,Naked Gun 33 1/3: The Final Insult,"['action', 'comedy']",1994,3.060344827586207
371,"Paper, The","['comedy', 'drama']",1994,3.3095238095238093
372,Reality Bites,"['comedy', 'drama', 'romance']",1994,2.761904761904762
373,Red Rock West,['thriller'],1992,3.6363636363636362
374,Richie Rich,"['children', 'comedy']",1994,2.2
376,"River Wild, The","['action', 'thriller']",1994,3.25
377,Speed,"['action', 'romance', 'thriller']",1994,3.5292397660818713
378,Speechless,"['comedy', 'romance']",1994,2.7857142857142856
379,Timecop,"['action', 'sci-fi', 'thriller']",1994,2.5
380,True Lies,"['action', 'adventure', 'comedy', 'romance', 'thriller']",1994,3.497191011235955
381,When a Man Loves a Woman,"['drama', 'romance']",1994,3.8181818181818183
382,Wolf,"['drama', 'horror', 'romance', 'thriller']",1994,3.15625
383,Wyatt Earp,['western'],1994,3.0952380952380953
384,Bad Company,"['action', 'crime', 'drama']",1995,3.25
385,"Man of No Importance, A",['drama'],1994,4.0
386,S.F.W.,['drama'],1994,3.0
387,"Low Down Dirty Shame, A","['action', 'comedy']",1994,2.375
388,Boys Life,['drama'],1995,3.0
389,"Colonel Chabert, Le","['drama', 'romance', 'war']",1994,4.5
390,Faster Pussycat! Kill! Kill!,"['action', 'crime', 'drama']",1965,3.7
391,Jason's Lyric,"['crime', 'drama']",1994,4.5
393,Street Fighter,"['action', 'adventure', 'fantasy']",1994,2.5
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),"['action', 'fantasy']",1994,2.4166666666666665
406,Federal Hill,['drama'],1994,3.0
407,In the Mouth of Madness,"['horror', 'thriller']",1995,3.4375
408,8 Seconds,['drama'],1994,3.0
409,Above the Rim,"['crime', 'drama']",1994,2.0
410,Addams Family Values,"['children', 'comedy', 'fantasy']",1993,3.1011904761904763
412,"Age of Innocence, The",['drama'],1993,3.5
413,Airheads,['comedy'],1994,2.7884615384615383
414,"Air Up There, The",['comedy'],1994,2.3333333333333335
415,Another Stakeout,"['comedy', 'thriller']",1993,2.53125
416,Bad Girls,['western'],1994,2.5
417,Barcelona,"['comedy', 'romance']",1994,3.6923076923076925
418,Being Human,['drama'],1993,3.0
419,"Beverly Hillbillies, The",['comedy'],1993,2.675
420,Beverly Hills Cop III,"['action', 'comedy', 'crime', 'thriller']",1994,2.7203389830508473
421,Black Beauty,"['adventure', 'children', 'drama']",1994,3.2083333333333335
422,Blink,['thriller'],1994,3.2
423,Blown Away,"['action', 'thriller']",1994,2.85
424,Blue Chips,['drama'],1994,1.8333333333333333
425,Blue Sky,"['drama', 'romance']",1994,3.75
426,Body Snatchers,"['horror', 'sci-fi', 'thriller']",1993,3.142857142857143
427,Boxing Helena,"['drama', 'mystery', 'romance', 'thriller']",1993,2.5416666666666665
428,"Bronx Tale, A",['drama'],1993,3.7222222222222223
429,Cabin Boy,['comedy'],1994,2.0
430,Calendar Girl,"['comedy', 'drama']",1993,3.75
431,Carlito's Way,"['crime', 'drama']",1993,3.738095238095238
432,City Slickers II: The Legend of Curly's Gold,"['adventure', 'comedy', 'western']",1994,2.6454545454545455
433,Clean Slate,['comedy'],1994,2.75
434,Cliffhanger,"['action', 'adventure', 'thriller']",1993,3.0346534653465347
435,Coneheads,"['comedy', 'sci-fi']",1993,2.4206349206349205
436,Color of Night,"['drama', 'thriller']",1994,2.5714285714285716
437,Cops and Robbersons,['comedy'],1994,2.1666666666666665
438,"Cowboy Way, The","['action', 'comedy', 'drama']",1994,2.7142857142857144
440,Dave,"['comedy', 'romance']",1993,3.5460526315789473
441,Dazed and Confused,['comedy'],1993,3.9285714285714284
442,Demolition Man,"['action', 'adventure', 'sci-fi']",1993,3.0925925925925926
444,Even Cowgirls Get the Blues,"['comedy', 'romance']",1993,2.3333333333333335
445,Fatal Instinct,['comedy'],1993,3.0
446,Farewell My Concubine (Ba wang bie ji),"['drama', 'romance']",1993,3.8333333333333335
448,Fearless,['drama'],1993,3.625
449,Fear of a Black Hat,['comedy'],1994,1.0
450,With Honors,"['comedy', 'drama']",1994,3.0
451,Flesh and Bone,"['drama', 'mystery', 'romance']",1993,4.0
452,Widows' Peak,['drama'],1994,3.0
453,For Love or Money,"['comedy', 'romance']",1993,2.8
454,"Firm, The","['drama', 'thriller']",1993,3.5346534653465347
455,Free Willy,"['adventure', 'children', 'drama']",1993,2.391891891891892
456,Fresh,"['crime', 'drama', 'thriller']",1994,3.75
457,"Fugitive, The",['thriller'],1993,3.9921052631578946
458,Geronimo: An American Legend,"['drama', 'western']",1993,2.8
459,"Getaway, The","['action', 'adventure', 'crime', 'drama', 'romance', 'thriller']",1994,2.25
460,Getting Even with Dad,['comedy'],1994,2.6666666666666665
461,Go Fish,"['drama', 'romance']",1994,2.75
464,Hard Target,"['action', 'adventure', 'crime', 'thriller']",1993,2.9
466,Hot Shots! Part Deux,"['action', 'comedy', 'war']",1993,2.8666666666666667
467,Live Nude Girls,['comedy'],1995,5.0
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The","['comedy', 'romance']",1995,3.2045454545454546
469,"House of the Spirits, The","['drama', 'romance']",1993,3.4
470,House Party 3,['comedy'],1994,1.0
471,"Hudsucker Proxy, The",['comedy'],1994,3.55
472,I'll Do Anything,"['comedy', 'drama']",1994,2.5833333333333335
473,In the Army Now,"['comedy', 'war']",1994,1.8571428571428572
474,In the Line of Fire,"['action', 'thriller']",1993,3.692857142857143
475,In the Name of the Father,['drama'],1993,4.3
476,"Inkwell, The","['comedy', 'drama']",1994,1.0
477,What's Love Got to Do with It?,"['drama', 'musical']",1993,3.3823529411764706
478,Jimmy Hollywood,"['comedy', 'crime', 'drama']",1994,2.5
479,Judgment Night,"['action', 'crime', 'thriller']",1993,2.25
480,Jurassic Park,"['action', 'adventure', 'sci-fi', 'thriller']",1993,3.75
